hdr;country;code;perc;anno
126;Nigeria;NGA;48.4;2015
127;Cameroon;CMR;71.0;2015
128;Papua New Guinea;PNG;69.6;2015
129;Zimbabwe;ZWE;77.8;2015
130;Mauritania;MRT;29.1;2015
131;Rwanda;RWA;86.4;2015
132;Lesotho;LSO;59.2;2015
133;Senegal;SEN;45.0;2015
134;Haiti;HTI;61.5;2015
135;Uganda;UGA;82.3;2015
136;Sudan;SDN;24.3;2015
137;Togo;TGO;81.1;2015
138;Benin;BEN;70.0;2015
139;Yemen, Rep.;YEM;25.8;2015
140;Afghanistan;AFG;19.1;2015
141;Malawi;MWI;81.2;2015
142;Cote d'Ivoire;CIV;52.4;2015
143;Gambia, The;GMB;72.2;2015
144;Ethiopia;ETH;77.0;2015
145;Mali;MLI;50.1;2015
146;Congo, Rep.;COG;70.5;2015
147;Liberia;LBR;58.0;2015
148;Sierra Leone;SLE;65.0;2015
149;Mozambique;MOZ;82.5;2015
150;Burundi;BDI;84.6;2015
151;Burkina Faso;BFA;76.6;2015
152;Chad;TCD;64.0;2015
153;Central African Republic;CAF;71.7;2015
